Operation Date,Status,Currency Ticker,Operation Type,Operation Amount,Operation Fees,Operation Hash,Account Name,Account xpub,Countervalue Ticker,Countervalue at Operation Date,Countervalue at CSV Export
2025-09-01T01:17:58.000Z,Confirmed,BTC,IN,0.00161509,0.00002,61979a6c1450dfef4afb3a968441c48d6527f36d9f656487b0d90db9ab2a05f2,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,174.73,177.16
2025-07-26T14:15:56.000Z,Confirmed,BTC,IN,0.00167126,0.00000812,76227e993bdf6d3aa6a0eb119a35bf62a16f3edb9b1e6da982b7b59b424e3a3e,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,197.49,183.32
2025-07-26T07:47:28.000Z,Confirmed,BTC,IN,0.00171305,0.00001086,a22d0457330611f435f8a63ebf0204d6d270483d295b70faca0b6a500551c458,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,201.10,187.91
2025-07-16T09:01:50.000Z,Confirmed,BTC,IN,0.00097548,0.00001437,3401d285dbdc200130880424ce1dd735821bef109aee0fc4b04bd4a60561a6a3,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,116.07,107.00
2025-06-13T02:14:30.000Z,Confirmed,BTC,IN,0.00095,0.00008534,f78ef49598536b0feeb8a32eb64fa2fee5c6c096149d0994aced14b9240883ee,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,98.54,104.20
2025-06-13T02:14:30.000Z,Confirmed,BTC,IN,0.00095,0.00006566,0584be77511ef2047d9a85088c767288f265f630d7f3344449690defcf4134e3,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,98.54,104.20
2025-06-08T16:37:33.000Z,Confirmed,BTC,IN,0.00122974,0.00000999,b89ffda34d2cd1c5d992447852d4e754a179b3ed24a44afac77d4ec5da7e5891,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,130.59,134.89
2025-05-28T22:29:50.000Z,Confirmed,BTC,IN,0.00092281,0.00022837,77ea07eaea148e083d6ff91f956a03289071753c42e35c1d1e20587bba0a9bd2,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,99.21,101.22
2025-05-25T02:20:26.000Z,Confirmed,BTC,IN,0.00390393,0.000008,b540b8c53c66fc823ff64f8356d6bf4c0326024e4835b83c59283faecd2556c0,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,420.70,428.23
2025-05-22T14:56:58.000Z,Confirmed,BTC,OUT,0.00100582,0.00000582,4b4bd16374c1ee4b416f2e8f72aff49c45ef09f3b98a41355a1418180f267466,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,111.83,110.33
2025-05-15T16:26:22.000Z,Confirmed,BTC,IN,0.00083745,0.00002,d84964893e0143247cbe9b93e54434cfd683abf175104b57df8bd57fd5b0c41b,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,86.33,91.86
2025-05-12T23:33:03.000Z,Confirmed,BTC,IN,0.00123895,0.00006486,ee1cd31fddc81b5fc47380d571af5b4a6ff13bb5acd45fc733f2316adb53cae5,BTC,xpub6BgzNEknk2B5tMGRKoNrpCbu435dtAQQXiq1DENttBFToUeZvNtr7CeQhPEGrzGHZ4vyMWQYaR9yH1PNSEFpqDvee1dp49SMxqgBN2K3fg6,USD,127.53,135.90
2025-09-18T17:57:31.000Z,Confirmed,XRP,IN,0.000001,0.000011,3F16DE95C46A4DE41478F2BF518662DC760D85B641E6F5F0E5BA677B40E0C846,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-09-18T17:56:52.000Z,Confirmed,XRP,OUT,300.00001,0.00001,960A2E2997A7441E6591714A1D6611EEF2E23B2D85D3F0B926A07FB5B5278AB2,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,935.77,831.00
2025-09-13T08:27:42.000Z,Confirmed,XRP,IN,0.000001,0.000011,A4E2A1D62D6D7EC5C01650422F31A8678E0EB7EE7AFD3C2FF2015DD0FFFE6AA0,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-09-13T08:27:20.000Z,Confirmed,XRP,OUT,100.00001,0.00001,5F319084F9E2DF9144F76E16E791798356436FC7826A642AFB43BBD8ECFA2DB1,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,313.47,277.00
2025-09-01T00:10:02.000Z,Confirmed,XRP,IN,0.000001,0.000011,62B135C85B467988DA2DB1EF31B7C6C0FF3F8920569A4F73487164454D6955F9,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-09-01T00:09:41.000Z,Confirmed,XRP,IN,184.739788,0.003,8CA7A1EECC2C12AECC5E53E2710D282F68A6B67846BE9CED99449F6FDDA9752E,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,509.90,511.72
2025-08-25T21:48:51.000Z,Confirmed,XRP,IN,0.000001,0.000011,C30219C94C1EB3661F020C0328158D135D66F97CA5B1D956A1243B710C2F8781,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-08-25T21:48:02.000Z,Confirmed,XRP,OUT,175.438606,0.00001,B778FB18E43B7D276895B682162B820F3DC7EBFB730C210FE71C68A0B81B8D74,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,499.47,485.96
2025-08-22T23:14:50.000Z,Confirmed,XRP,IN,0.000001,0.000011,FA5A4D7E23CCBD94616B69FEF44C48E2D0E03FD817D080183F39E851705AE015,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-08-22T23:14:31.000Z,Confirmed,XRP,IN,108.588277,0.003,647021B1F9067C687291A3D44CF38E6D57D2BFBB3DD8974DDC71B708AD77BC86,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,333.40,300.78
2025-08-16T03:55:00.000Z,Confirmed,XRP,IN,0.000001,0.000011,8D85BD1CD028153E73A871F307624C7CFA3C612B9B644082659443F6B82DCC69,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-08-16T03:54:31.000Z,Confirmed,XRP,IN,50.264055,0.003,68C1D7CBE2599222C84DFF06669411747F84D8490876CF11AEA5EC3AF242E44C,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,156.37,139.23
2025-07-30T12:08:40.000Z,Confirmed,XRP,IN,0.00001,0.000012,192959F5E4EEBC82B0003CD738F2DA4FF5A043162863200C6C149AF7D8E0F61F,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-07-30T12:07:30.000Z,Confirmed,XRP,IN,0.000001,0.000011,9CDFB1F4810F51A8057860459A27B43C80809EF6BF591D24EB78E675347EB091,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-07-30T12:06:40.000Z,Confirmed,XRP,OUT,50.00001,0.00001,465802D79FEC0C882AE30090D57C74932B0D4E37C464ACB141947C66210A2D1D,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,153.25,138.50
2025-07-13T03:21:51.000Z,Confirmed,XRP,IN,0.000001,0.000011,1A10C5DB178AF5AE7D7C0E8F4AFC357DE69017E1AA4C3297B5C394BE455E55F3,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-07-13T03:21:31.000Z,Confirmed,XRP,IN,172.168301,0.003,FA357EF6779B9A05A835194C930CB930C3561E4E3276FBF99F609BF818AE6364,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,477.23,476.90
2025-07-11T13:05:00.000Z,Confirmed,XRP,IN,0.000001,0.000011,80A3F12D36A94E4BB74DCC70EB7661A4DE3D3FED5FF43AF399BA4F4097409279,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-07-11T13:04:12.000Z,Confirmed,XRP,IN,59.714412,0.003,725227987FE85B1DB48B287192B24FED1C21BFD9DC5B2E07CB28A47DC5E1547E,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,159.88,165.40
2025-06-21T23:23:00.000Z,Confirmed,XRP,IN,0.000001,0.000011,837A6286EA4EB730738899962F89BFEA73EC2CD087CA362E90C8F88818BEFC9D,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-06-21T23:22:41.000Z,Confirmed,XRP,IN,84.696826,0.003,C1D775F7298C6BFCD9176D526D1C48BDD931FDE5814D6F1EC45D26EAAAFBAC69,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,173.18,234.61
2025-06-19T17:45:10.000Z,Confirmed,XRP,IN,0.000001,0.000011,99A1FAB06D099723FBFC5E87CA83DC4493DF822C8BFA6927F5D92DAC303EF180,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-06-19T17:44:41.000Z,Confirmed,XRP,OUT,85.00001,0.00001,27C56A6D773ED2F1FF4BB9F6425375799DA2FF436C92DF49B54E000BC7D9C503,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,184.28,235.45
2025-06-03T20:17:31.000Z,Confirmed,XRP,IN,72.597058,0.003,A25F64BE3FC4F713C474B3165534A45E333F8810418EB4BA12F2ADD2D45660BD,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,163.77,201.09
2025-05-26T14:57:51.000Z,Confirmed,XRP,IN,0.000001,0.000011,21350F68033620E012E6B95694D591EF1151519FA5367147D08583EBDD2008F1,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,0.00,0.00
2025-05-26T14:57:31.000Z,Confirmed,XRP,IN,58.696939,0.003,1C05891B1863B8E378DA6EB31A93D7CB509479430EE9BBDC947C1BC548531B0B,XRP,rGvSX7BMyuzkghXbaJqLHk529pYE2j5WR3,USD,136.12,162.59
2025-09-19T00:05:47.000Z,Confirmed,ETH,IN,0.000000001,0.00000400837752,0x83f625c09f19cdbc53e81bec01f427987f1a60708485318afd5f22094467ee13,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.00,0.00
2025-09-18T23:58:11.000Z,Confirmed,ETH,IN,0.000000001,0.000003518051691,0xa90a2c202e9e44dbdc78673eccfbddffabd3b60ff5c916d9089d893a046295eb,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.00,0.00
2025-09-18T17:59:11.000Z,Confirmed,ETH,OUT,0.10010045744821,0.00010045744821,0x970aa99727d380896e7a30432c966e120cefbed0669c8ef79997842656ac1e1a,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,463.35,394.74
2025-09-09T23:49:47.000Z,Failed,ETH,OUT,0.00001944057325834,0.00001944057325834,0x1166dba67fc70e980cc6cc90aa4da20d5717681947732b9bf9f67e1ee0d37b64,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.08,0.07
2025-09-09T23:32:47.000Z,Confirmed,ETH,IN,0.10285114,0.000023738814771,0x7dcb7b5e501a59eebaedfa30b6b7ebe04d1964dae8df2c0ea8b93f26e5af9268,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,443.39,405.59
2025-08-20T07:29:11.000Z,Confirmed,ETH,OUT,0.004111202153545,0.000111202153545,0x0ab6711186ea84b2a0c916ef827131498bde3ade79af0dc845720265d7587530,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,17.28,16.21
2025-08-20T02:03:47.000Z,Confirmed,ETH,FEES,0.000381521662668122,0.000381521662668122,0xd3ecb54b81a5015a2d3e43771fbb6f388ec615963202e54eda345a2aa1735b45,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,1.57,1.50
2025-08-17T11:51:11.000Z,Confirmed,ETH,FEES,0.000112743101018427,0.000112743101018427,0x86b6ee1c4163ee966781984d5a505635fa8396d0ca726ea68f3c414c49083e91,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.51,0.44
2025-08-17T11:50:23.000Z,Confirmed,ETH,FEES,0.0001175625485475,0.0001175625485475,0xc44c24a3ab9ff0be967ecd75101feb9094d6f155346f5834ffdd8ff3cb2f1fc3,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.53,0.46
2025-08-17T08:10:35.000Z,Confirmed,ETH,OUT,0.013505822542971,0.000005822542971,0xe424014bc7a62edb7faf7d2b6ab15feb668425b3566d4cff6f8015fde8a2764c,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,60.56,53.26
2025-08-14T10:32:47.000Z,Confirmed,ETH,IN,0.02323542,0.000037292427207,0x16cfd2a02fbeff043274ecc715cd19eabcd7b4dab3fb5e7d397b0e6d5143e148,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,110.62,91.62
2025-07-26T14:29:11.000Z,Confirmed,ETH,OUT,0.025595657264103173,0.000075220435764356,0x325d229634a65e9bae3251c284706d59ef7a24a11b0e36017f8bdb5897f5c39f,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,95.63,100.93
2025-07-26T14:26:23.000Z,Confirmed,ETH,IN,0.02574812,0.000033662647536,0x31b925bc5faeb9c3879fa36591cf83e7278bd1cf9a67e4810320b676bc476f45,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,96.20,101.53
2025-07-14T19:09:47.000Z,Confirmed,ETH,FEES,0.000490204569190141,0.000490204569190141,0xbe12447ef2a675435c9365467ee32ce8f346caaf5366563ebc7495673e2af3ae,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,1.46,1.93
2025-07-11T05:22:35.000Z,Confirmed,ETH,OUT,0.090198599225476935,0.000377433713871368,0x7ca875d4cb3448190ac558fc541f98443aa88759091a7c522bec26adfc0ef202,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,267.91,355.69
2025-07-11T05:21:11.000Z,Confirmed,ETH,FEES,0.00077416394571648,0.00077416394571648,0xe18a3eb57608616efcc485444c156f0990f4b68001f80edb2ae38be4034a2282,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,2.29,3.05
2025-07-11T05:21:11.000Z,Confirmed,ETH,IN,0.085396617973074446,0,0xe18a3eb57608616efcc485444c156f0990f4b68001f80edb2ae38be4034a2282,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,253.64,336.76
2025-07-10T13:07:59.000Z,Confirmed,ETH,OUT,0.06025063190682376,0.00025063190682376,0x2a9f61e2fe65ca255065aefc09395bab90b286a27e36339e93e10e730a18af89,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,167.39,237.59
2025-07-10T13:01:23.000Z,Confirmed,ETH,IN,0.06612895,0.000075571557852,0x54eab49516e5502ae6e85cfbef66b8c42cebd5590541e8bf2a3c688b1d834966,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,183.73,260.77
2025-07-04T12:33:59.000Z,Confirmed,ETH,OUT,0.14424406895061457,0.000104653743203856,0x5d0b693cc84037b7455202eb5b5361f26692749d33cfa5967d450f497537e0d3,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,367.84,568.82
2025-07-04T11:00:11.000Z,Confirmed,ETH,IN,0.05430822,0.000033612214125,0x14ac681b4850402f99d83fd822c5ac6dc1133bcb61267d7dc9cbf7fcdc456793,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,138.63,214.16
2025-07-04T10:32:11.000Z,Confirmed,ETH,OUT,0.47325479963792555,0.00005479963792555,0xbc668234e066ae40dccb41518da2a7d6bbf13db246c4e5e2fe2eab7d600abd91,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,1207.20,1866.28
2025-06-30T14:27:11.000Z,Confirmed,ETH,FEES,0.000278641395051663,0.000278641395051663,0xfc0e166defd150bff2363d5b71b67fc80f79fcbc58d14607eebf2f78722ba63b,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.68,1.09
2025-06-26T11:14:47.000Z,Confirmed,ETH,FEES,0.000154915052296676,0.000154915052296676,0x59e8f9d63762b7aa05150256ca8c56c9adda7b743d61bb624f957f7a18279fdc,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.37,0.61
2025-06-26T11:12:35.000Z,Failed,ETH,FEES,0.00053990632419144,0.00053990632419144,0x44f6188cfcce413e272a39b3a5b172ecebc031c2a06c36653b69914aba5ea86a,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,1.32,2.12
2025-06-26T11:11:59.000Z,Confirmed,ETH,FEES,0.000212067864119061,0.000212067864119061,0xfeaa7157b4187fa559ddda92112e0f232a494f3080da9febfc88f2601fece2de,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.51,0.83
2025-06-26T11:04:23.000Z,Confirmed,ETH,FEES,0.000072267603481278,0.000072267603481278,0x8395737bf366254e8e0ac534d2a507381e14a7641c3cabdff9e95f31f8a9f311,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.17,0.28
2025-06-26T10:19:23.000Z,Confirmed,ETH,FEES,0.000239161727663672,0.000239161727663672,0x73871018b4c572513fce4f98be8ee7d656e6ba48daf911cc4fe07b6abbf38ee3,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.58,0.94
2025-06-26T10:19:23.000Z,Confirmed,ETH,IN,0.207002552995524845,0,0x73871018b4c572513fce4f98be8ee7d656e6ba48daf911cc4fe07b6abbf38ee3,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,509.27,816.31
2025-06-26T10:04:47.000Z,Confirmed,ETH,FEES,0.000270671929000296,0.000270671929000296,0xf6cfecd299366e5df41615d95d771a4d36b73b8b76ffbb8cf54e244e50b742ad,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.66,1.06
2025-06-26T09:56:35.000Z,Confirmed,ETH,FEES,0.000196156103242596,0.000196156103242596,0x29f43e2d17b93b369888c21a28b91508b81ca1871ea27cee3a79d778b95ecdfb,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.48,0.77
2025-06-26T09:52:35.000Z,Confirmed,ETH,FEES,0.000113597818632888,0.000113597818632888,0x269886e7ba2a54d449dc9302371f106fb2af6d42115f8f9de7bcffc59ab3678e,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.28,0.44
2025-06-24T11:23:59.000Z,Confirmed,ETH,OUT,0.010421355100311288,0.000046533547242,0x71be2b3a7d9699aa96ba5336f765bfade117e3f851f95f0467bad25ce5530ca8,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,25.16,41.09
2025-06-24T11:02:23.000Z,Confirmed,ETH,FEES,0.000111506788312187,0.000111506788312187,0xf2e3154e41e5799f46eea6e001098defa9cef99b031ab9cff56976ad2846f926,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.26,0.43
2025-06-23T23:44:59.000Z,Confirmed,ETH,FEES,0.000160205761571375,0.000160205761571375,0x775996b973960d363f77321efe0dd792cd2ca60bb72d77e48441d9a41f2d9d15,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.38,0.63
2025-06-21T23:42:11.000Z,Confirmed,ETH,IN,0.369489818920940128,0.000065159805942,0x5208feac379cff92e990c67ac8153f58abf7507f15af250dd9b13f6342ab300c,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,838.04,1457.08
2025-06-21T23:25:47.000Z,Confirmed,ETH,FEES,0.000121987716212907,0.000121987716212907,0x31a29b741337a5cbabcb4c7bc67b1394ede50331e9cb9ac5f8ccc1c86ab95861,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,0.27,0.48
2025-06-18T02:23:35.000Z,Confirmed,ETH,IN,0.00966037611213312,0.00002339204868,0xe83d84741e9fb304dfb2e55e73ffff974c26f36e40675e48bf5e8cff1bc527d3,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,24.36,38.09
2025-06-18T02:10:11.000Z,Confirmed,ETH,OUT,0.010061527515051379,0.000022942098039,0xb10c0488077b4e32254538d5c8f0fafa7f86e6ca743156d1ded5b3eb18dc6987,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD81C,USD,25.37,39.67
2025-06-18T01:46:47.000Z,Confirmed,ETH,IN,0.01,0.000018869290902,0x0e319dba0beadedca8b7e756c68de7574c7a1124e8e759619b5c164b125cb72f,ETH,0xC08413B63ecA84E2d9693af9414330dA88dcD8
(Content truncated due to size limit. Use page ranges or line ranges to read remaining content)